Unnamed: 0,subject_hash,project,hip_flexion_median,hip_adduction_median,hip_rotation_median,knee_angle_median,ankle_angle_median,lumbar_extension_median,lumbar_bending_median,lumbar_rotation_median,neck_extension_median,neck_bending_median,neck_rotation_median,arm_flex_median,arm_add_median,elbow_flex_median,All_median,RTE (cm),pelvis_tilt_mean,pelvis_list_mean,pelvis_rotation_mean,hip_flexion_r_mean,hip_adduction_r_mean,hip_rotation_r_mean,knee_angle_r_mean,ankle_angle_r_mean,subtalar_angle_r_mean,hip_flexion_l_mean,hip_adduction_l_mean,hip_rotation_l_mean,knee_angle_l_mean,ankle_angle_l_mean,subtalar_angle_l_mean,lumbar_extension_mean,lumbar_bending_mean,lumbar_rotation_mean
233,b6mS1eXRXNO8QGYH,LLPU,3.85480122697112,0.9623716198613684,1.8096547665440856,4.217550518867611,3.821886882711624,1.6479586091886993,0.8816098274381934,0.9660854568966594,2.489849362136701,2.4229465613354373,1.3297665221249513,2.4841230338296807,1.4573414269672746,3.17702314978953,2.055606666147236,5.788471868493781,2.0965009,0.9691536,2.1777716,4.403713,1.1751308,2.354991,3.3291626,6.241679,8.993547,5.9343624,1.5625263,2.3719819,6.966554,4.047956,3.875856,1.8528055,1.1081306,1.2404437
234,ted0tPg9vL14MHD0,LLPU,10.605586479021056,2.9974306516942115,3.473905075081124,12.441069191094105,11.237320920639288,3.788304658992335,1.6081612098903322,3.052727649771223,29.622926581317163,4.838797144850405,4.471400415621773,6.412803140022442,3.930729471112733,9.849779943582243,5.3181176226870965,,5.381573,1.8671452,5.291478,23.221312,4.0566688,4.324861,25.215157,29.554283,12.666633,4.7272625,2.7225251,4.098089,9.396528,9.483074,4.254503,4.5124903,1.6977737,3.225905
235,ted0tPg9vL14MHD0,LLPU,10.501745405522058,1.4917412758176996,4.795758415342862,8.141718679344015,12.756238878834234,3.870963608327829,1.0938471116147257,3.357103077301794,26.28190881295416,3.4679952539017704,5.631788510791232,4.799038186804937,2.7181011009632545,10.84638309066256,4.765823403757988,,4.6250086,1.1712742,2.9231203,21.706038,2.3391228,4.803248,35.481075,58.092457,46.41804,4.171436,1.5467752,5.2738924,4.55453,7.995378,6.9455676,4.48066,1.213739,3.367182
236,592cwAbZlUxjWLZj,LLPU,10.847512633196551,1.960863214006505,2.8008821399301627,8.126021197084032,7.923043342876886,2.368403953195064,2.0318777580241854,3.405873616183446,6.190828822186197,4.331420384337416,3.007969633583541,11.210638786646632,4.352879558049127,13.309887182766298,4.6665705098339485,,7.47663,2.5573232,2.1783512,11.084965,2.6365798,2.5415573,20.34912,9.806977,14.599232,12.466839,1.8670689,3.5037913,9.818191,6.487594,5.213302,3.4077806,2.2255158,4.817373
237,592cwAbZlUxjWLZj,LLPU,6.54837769929214,1.3921334255002302,4.83025001687778,9.935287935575282,8.71600013098504,1.6644744120497947,2.188181727981461,1.6326613118865796,9.23673460708046,2.098792907879389,7.282218773247011,108.42500469628868,55.63084577081084,20.796204815017983,5.573027112701142,,34.50185,1.8815544,1.6828473,4.8366303,1.128849,3.6189983,9.681896,8.938584,6.34786,9.70586,2.0604048,6.2878866,13.225009,10.473079,9.346063,2.0243118,2.275467,2.02575
238,592cwAbZlUxjWLZj,LLPU,5.889342564674542,1.1953781937920829,4.517532367049685,8.378815036002667,7.851662743408375,1.8689267333440176,1.5025422594947226,1.8766636301263495,7.893122845443999,2.983268467893601,6.556309683352641,4.200510417384012,1.580749526316955,8.551895444665375,3.870677167269512,,31.186956,1.3800458,1.6239219,4.5474777,1.3724151,3.48642,7.7168627,7.400531,3.7680058,9.05963,1.6575803,5.631824,13.199868,10.659456,9.570924,2.2330925,1.7915549,2.2122345
239,592cwAbZlUxjWLZj,LLPU,6.873780291069418,1.6740855554290606,4.503549262271377,9.68870273861219,8.505340021508921,1.7839288711046173,1.7841378322045374,2.134636033096323,7.339452343397133,2.7786712185229274,6.926864094411934,5.419696196023526,1.942219785780132,8.060114994235287,4.363617042311209,,18.319971,1.4869391,1.9737974,5.635467,1.6380894,3.5991428,8.777205,7.594508,5.0758967,9.30799,2.3783834,5.4176865,15.462,13.336431,8.582448,2.389172,1.9778999,2.5013013
240,592cwAbZlUxjWLZj,LLPU,7.66796309813359,5.481759136803671,4.497615108543105,10.335489209613838,6.553846973270028,4.597223172303986,2.118083923416444,5.558609437136892,12.390385772358025,5.87394689139851,3.907588363317907,8.443175908551698,3.1795546577048395,9.560769026589618,5.776569311288462,,8.981144,2.7959807,1.594684,8.544207,4.4359293,4.211754,15.786722,12.863896,5.4093623,8.647822,6.9551573,5.8402033,9.25875,4.9495926,5.9615536,4.83756,2.2012072,6.057803
241,592cwAbZlUxjWLZj,LLPU,4.565500785590684,2.1764568544974883,3.6991122068289,9.588419339897122,5.99383933633386,2.018296994076673,3.403743450936049,1.7158893013573004,5.196484760173863,3.516130158303789,4.266558773544859,3.833181136273434,1.6388774243615258,5.191251981495988,3.679874552144736,,1.2290922,1.5545584,2.1224236,4.274246,2.0954657,4.886732,10.012163,9.383877,3.7168522,8.131254,3.232935,2.911072,11.328174,5.6029735,5.57212,2.4373302,3.5190742,1.998639
242,592cwAbZlUxjWLZj,LLPU,4.342081882744982,2.3512819496063115,0.8665665905670278,5.906664778183341,5.829466565089271,5.787115123366961,1.399584308111068,4.8253450872800645,0.8455340902350313,0.69088323950031,2.1693718138940694,4.363686624863379,2.556255499711571,5.167511097714669,3.1886277102435554,,1.0184652,2.263304,1.4100672,4.0051756,3.6467388,1.1470722,8.477885,4.7179046,2.9909828,4.26063,1.2371278,1.5708253,5.962142,8.109373,7.854819,5.7193933,1.5707443,4.385461
243,592cwAbZlUxjWLZj,LLPU,6.299842483321009,2.052512826723852,3.743321033118631,7.008357215833472,5.830333145340217,1.9781508496826303,1.0932334618064825,1.3735485874903313,5.660897496373357,1.8935918270974037,6.833051446161809,5.346296421881631,1.2302468431135267,2.367621896535097,3.157155052321783,,2.1234233,0.9540873,1.6603415,4.3302717,1.7081219,2.8289878,5.7504144,5.984325,2.4603853,9.24784,2.6034079,4.8495336,10.411103,11.750847,10.372441,2.3161082,1.2048224,1.7517602
244,592cwAbZlUxjWLZj,LLPU,4.429475006948942,1.5109448862777193,2.8492590891608933,4.873462062435512,5.2382667348741245,2.5612219010118165,1.455352802684222,5.627656673230197,3.699498539403829,1.6830827288349657,3.288456687935404,6.07990655006519,1.8062307194051783,3.314087186239288,3.096578531459763,,2.283092,1.3308699,2.467515,4.083493,1.6592624,2.7915545,6.057861,7.836094,3.8497128,5.8155313,1.7816123,4.0485735,5.557839,5.1087575,7.989295,3.1513817,1.6254388,5.44934
245,592cwAbZlUxjWLZj,LLPU,6.838102371053034,2.10897159729,3.8317254522065753,7.586273181886591,6.3125504771586405,1.6538137674158744,1.0496566414583897,1.359517031057598,7.426614948716605,1.4381065750299398,5.3774732472349775,5.828844164101154,1.5966412420814595,2.4137350649427924,3.411505107154122,,2.1974905,1.2622879,1.6543143,4.5370913,1.7018876,2.6859314,5.3471613,7.2452393,2.5719273,10.188066,2.6376882,5.304995,11.812663,9.848978,9.463359,2.3701177,1.1461201,1.762721
246,592cwAbZlUxjWLZj,LLPU,3.071544180604373,1.1617629909050418,2.124210603101945,3.1804592308830437,3.988597821968843,2.735553088066283,1.302001181995684,5.139030916423009,3.571941768446079,0.999830731628264,4.006085667565015,3.441904358159145,1.4474101464531433,4.845397668909576,2.5376528391768063,,11.67165,1.2632524,2.39404,3.9340186,1.349591,2.2986054,4.8234754,5.20498,3.8004153,3.9302096,1.4297632,3.2042441,3.6001356,4.91648,4.7299595,2.9305139,1.410368,4.7872972
247,592cwAbZlUxjWLZj,LLPU,3.4807843562357963,2.149360213399578,2.406015243633385,6.155614501259727,4.675497567079154,4.734350318949393,1.959936869600322,1.877971184465584,3.792409175796689,1.7130086690748476,4.040675453069252,4.230481714348851,1.8408896605747616,5.791302029328179,3.231463668510113,,5.410471,1.8137351,1.8217181,4.398505,2.4702098,2.8939068,9.175287,4.2797647,6.8329215,3.9875588,2.5341094,2.7574873,8.870357,8.735495,5.388465,4.657754,2.4398797,1.9844818
248,592cwAbZlUxjWLZj,LLPU,3.1259528272024606,1.3615460241279147,2.288005796474844,3.5319087490601646,4.205121221960594,2.5215658226907225,1.1619840115577151,5.741777608316886,3.133140960973664,1.3083295657051124,5.342456574907614,3.568693159722092,0.9983969255110902,5.540330143370645,2.6784697820779018,,8.261967,1.5340261,2.106486,4.539389,1.5321767,2.3725045,4.8125215,5.2589164,4.372046,4.7720604,1.7176163,3.2651315,5.535646,4.8556476,3.849111,3.0532272,1.4659468,5.4448824
249,592cwAbZlUxjWLZj,LLPU,3.403437159640456,1.916257169527856,2.451554676150799,5.450245924633701,4.196745702490866,4.057836730245731,1.585788178212015,1.9676257416150524,2.594585667560036,1.2770135752474272,4.49260644544737,3.1237737834138146,0.91135470227574,3.391525309727954,2.612282901142951,,3.9970305,1.4157351,2.246994,4.0503316,1.8008387,2.9110553,5.8307157,3.7011368,6.1155205,3.5612717,2.7204306,2.6451087,8.708863,9.021446,6.0523458,4.210245,1.7546525,2.015525
250,592cwAbZlUxjWLZj,LLPU,15.211784093007614,2.499659271588376,2.658867139159965,9.53050958101917,10.37162688673873,2.9047138219190503,2.548581141848827,7.178987294131439,2.74998527778252,2.9608720641617183,4.979221565317635,7.894616095551293,2.299284146341828,8.2454709603838,4.73557761856588,,41.869587,2.4289172,2.4555743,15.69461,3.2507625,3.098951,25.875702,14.664156,6.563359,14.715817,2.9652746,3.879486,16.6324,8.255178,9.018499,3.671805,2.9095063,7.047406
251,592cwAbZlUxjWLZj,LLPU,2.8812862730659066,1.7786839261522822,2.2811542629636747,5.648655662946578,4.221977275058539,3.776206259538127,1.4935364416306494,2.2877641785329548,2.448866996712399,1.4026689922949749,3.674564933838697,2.9924954131320542,1.100438244163788,3.339265824840894,2.466535842321576,,3.057145,1.2409422,1.6811072,2.8728638,1.9794167,2.756505,5.581588,3.566857,5.138302,3.7938244,2.0290089,2.4781272,8.077951,8.181404,4.9165297,3.763454,1.5559086,2.2878795
252,592cwAbZlUxjWLZj,LLPU,2.525756143746525,1.564035626531111,2.20251039764309,3.254205637125317,4.16933273825702,1.8141759369571957,1.5896823465342742,5.75777177691894,3.367680265561793,1.27112509840923,3.740413933853144,3.9387715919736,1.203181791640528,3.508272025663689,2.513512175885631,,27.087812,1.3499798,1.6338826,3.0033884,1.5705177,2.2128067,4.4108424,5.430232,3.9513943,4.046872,1.7585429,3.3461962,3.3531322,4.4262266,4.654615,2.3695235,1.611907,5.4385376
253,592cwAbZlUxjWLZj,LLPU,5.783176665536803,3.576349374894853,3.317032278432033,3.4614348572039733,4.983767056210279,3.087666415253365,1.8156570207900304,2.210519221331753,2.3876087375938475,2.7624059767881883,2.4029617221875665,3.802781671825,2.542027361896788,3.90893262992393,3.3591395408915155,17.371118545532227,4.0943136,2.4816055,4.390069,7.57952,4.0640306,4.218937,3.886513,5.4873285,6.7674594,8.32752,4.327254,5.061334,4.1560006,5.4880877,7.349538,5.8801455,2.573358,3.9988256
254,VXduKVnIKVe2d3H6,LLPU,4.728213393980136,1.2082574759674938,2.498336349323509,5.781983089979343,5.755208748432893,4.029383869710751,0.9313485869670716,2.9122058991083195,2.4281924409815936,1.0517172241536177,4.821510362947925,3.972186158053772,1.225466564468164,3.3658847795837263,2.762543434345235,,7.757789,1.0687929,1.6439928,5.5411434,1.5078318,2.4126503,3.7027714,4.7775416,3.9122112,5.370887,1.969558,3.6713176,11.113284,8.593692,6.342443,4.2188807,1.2156367,2.9750402
255,VXduKVnIKVe2d3H6,LLPU,4.844344539116924,4.157115237379159,2.679437961392751,6.959676750071499,5.220548797280288,3.652747602082384,1.7851991795685338,3.45838069542792,5.3411345064163935,1.488827773249866,3.3815434151428034,6.430235063444783,1.1192759058946833,3.5223251398809907,3.5222045443534578,,4.9417124,0.9758842,2.4730895,3.5923612,4.725437,4.738758,5.057853,6.2216864,5.01503,8.907842,3.4786334,2.4647415,11.5755205,7.386367,4.1390424,4.3398976,2.02743,3.585043
256,VXduKVnIKVe2d3H6,LLPU,5.681271096893859,1.204006003374278,2.1012916898985554,6.421244400062931,5.632090319775182,4.630116082686298,1.1423847837343637,1.75818940993913,4.010817707999363,1.5691196351511278,5.995819664306341,5.893131612116607,1.8349730092062384,3.498483510809415,3.086764830282924,,6.2059784,1.4504783,2.3244777,6.80717,1.7341216,2.1344483,3.8390145,5.2477627,5.150473,5.7530675,2.0617757,3.1356275,11.373575,7.9366207,5.2969847,4.6635027,1.5486832,2.0478752
257,VXduKVnIKVe2d3H6,LLPU,5.619579120763011,3.940617877483619,3.273599105499922,8.353702137971823,6.569386934292277,3.968113657761152,2.0006460777140678,3.632154581734796,5.862691593419975,1.2437162963219093,3.6424220636046174,5.95692472519088,1.5917824162606415,5.69505783373353,3.981848741295224,,5.6734743,1.419575,2.8583279,5.0074754,5.0042944,4.8465557,8.647963,7.230653,5.2666035,9.762529,3.3714912,3.1469152,11.166312,9.041197,6.9436107,4.6612606,2.2007687,4.0269275
258,VXduKVnIKVe2d3H6,LLPU,5.337364241994546,2.218718649986942,2.785642707231395,5.788309552698067,7.024332174528486,3.890091979985273,1.538042594592687,2.981402545589719,2.684820577345544,1.6146996219167384,7.955047901780273,5.5422528416220045,1.7229357087032264,6.747772692392792,3.701832756552681,,7.4816933,2.2018683,2.1572201,6.225083,2.7006068,2.5916781,4.9639626,6.466155,6.6181636,6.1222515,2.3846729,3.997304,11.229633,9.837475,6.78126,3.9787803,2.057946,3.2884865
259,VXduKVnIKVe2d3H6,LLPU,4.901380460667939,4.037288959901394,2.586873957100269,5.845133311497988,6.030607098409685,4.040545252588198,1.3715408320394649,4.444806647201505,4.912734796389439,1.810617408399619,6.301536797121996,86.56803052203269,60.95487577599823,6.646402439826048,4.479185123728295,,2.7258956,0.99062496,2.4678016,3.8826737,4.5009046,4.0852904,4.448941,7.199959,6.7555003,7.357168,3.3072557,2.722738,11.188866,6.8037806,6.0603585,5.4941545,1.5775684,4.512939
260,VXduKVnIKVe2d3H6,LLPU,5.019666103601043,2.5156986901936813,2.7583249387591056,6.385514826740948,6.473369415600707,4.563406478836429,1.7166278155613082,2.739865712196912,5.117123084660193,2.9304055784820533,6.242984573575238,7.359615915600656,1.3716189523280968,5.813930446048431,3.797423815307948,,16.121609,2.0559864,1.8831109,5.7738285,3.1633341,2.7551854,5.6375628,5.315241,6.4338965,5.7197747,2.4677334,4.150376,10.8083315,9.13899,5.9410205,4.864653,1.9260514,3.071914
261,VXduKVnIKVe2d3H6,LLPU,4.719296155131861,4.919284094029835,3.27204737189786,6.425370688095265,5.09041661811862,2.913575565480319,2.3996798162913757,4.273909337752262,1.831270619789268,1.5265382081528585,4.293579855675076,4.350570100336015,1.1153050046659672,2.494046136751095,3.222078988590516,,3.5840657,1.1546496,2.4284706,3.5079265,5.5018454,5.3388534,5.4389334,5.95097,5.0333595,9.161419,4.2209826,3.8493452,12.842391,5.7774563,6.536047,4.0008216,2.4132538,4.925421
262,VXduKVnIKVe2d3H6,LLPU,6.455228433165153,2.035867442273119,2.6900823843273924,9.34306869962651,5.612522254689918,5.405684916714892,1.571746163052115,2.773463412724204,5.322425764506082,2.3942935718005858,8.377240677398978,6.97808923252656,1.5836203402024764,5.412583407776604,3.811220370544551,,8.621665,1.7217238,1.646889,6.35045,2.6834052,2.773697,5.6620893,5.5739484,5.0197024,7.913922,2.558714,3.9737775,16.079645,7.8730216,6.1197605,5.182114,1.930257,2.938309
263,VXduKVnIKVe2d3H6,LLPU,4.900773854492277,3.408645178882591,4.296306808701203,3.607500160151989,4.844314230152483,3.811764651244036,3.121772964873824,2.205186551137266,2.1957666530547604,2.403811867295821,3.064251246118092,3.899763527850011,4.446509498738953,4.950242780216564,3.719676625759339,9.15578556060791,4.6824656,3.2849107,3.6765037,5.551689,5.3436217,7.0671363,3.6280794,4.202009,6.188636,8.73973,4.284367,7.2464924,8.006304,11.401284,11.773955,5.715211,4.245253,4.402876
264,VXduKVnIKVe2d3H6,LLPU,5.282981422049259,3.2395544544688164,4.271171285668733,3.3323254988705147,5.981831009999331,3.534084164310814,2.779324568805721,1.889050605072991,3.117524587210076,2.571220444183069,3.853239267431646,5.313797101150241,4.587144801296809,5.26393714709597,3.973064264248941,7.537961959838867,4.681004,2.648817,3.7931368,4.9614754,4.6977873,5.8549047,3.7449586,4.870695,5.1678,8.040375,3.6250405,6.2047544,6.580357,10.730322,8.626001,4.8839674,4.093718,3.1116986
265,VXduKVnIKVe2d3H6,LLPU,3.788812654311855,2.9776053872980146,1.6528776046127591,3.2403100441457493,3.584712087759887,2.7232971673743416,1.515869132504181,1.0976137474985763,0.7404522701846198,2.1631559148625343,0.4525508854061496,10.397861643340748,1.2260829890407576,11.989386219960222,2.4054669075090804,,0.87353736,0.21528003,0.24848083,3.2165287,2.668218,1.6348373,5.428248,0.81484056,5.3752384,4.0873427,3.2679245,1.7247056,1.2931154,6.7026978,5.054922,2.6885977,1.5597532,1.1223055
266,VXduKVnIKVe2d3H6,LLPU,3.478839459869635,2.3023494071752824,0.8475086552353996,2.974292105220324,3.004667664006663,2.147428977411757,1.174328191100338,1.3658457349321436,1.403022881471346,1.5969546837313395,0.4759152550094707,9.70804498056802,1.4315282490855712,12.577282799938022,1.983971024629128,,0.32945022,0.09630908,0.17047685,3.355238,2.0332081,1.2094398,5.181688,1.744728,6.802786,3.5733154,2.8077803,0.5093982,0.627037,4.833811,3.2996154,2.1618447,1.1845065,1.379422
267,VXduKVnIKVe2d3H6,LLPU,3.781915443910611,2.3443591259956804,0.6834825160911897,3.560096512877984,2.9715301474747,2.5969557432020305,1.0768459169969178,1.6135325133423126,0.7048430789467584,2.435749831854801,0.2864495960538722,9.845830386694686,1.5667190371012798,12.128196154462392,2.206650559497176,,0.68488187,0.12451697,0.23138623,3.7143426,2.050371,0.79707396,5.165947,1.3279248,6.659275,3.8632872,2.7679415,0.5564874,1.1344644,4.7977233,2.191524,2.5758421,1.1099354,1.5866286
268,VXduKVnIKVe2d3H6,LLPU,3.929184140813018,3.7499484510476586,1.9089764013160335,2.1638218583066107,4.894105455428229,2.151650888092471,0.3988806462903645,0.7363286501949304,1.674241582562913,2.450462059327009,0.7979446938321145,6.6715793708803615,2.8480138602978355,7.366143868899896,2.854032537617086,,0.3632736,0.41071478,0.7159566,0.91025585,2.534878,4.130665,1.1899445,3.9301925,7.8339195,7.902282,4.376381,0.72231644,21.532497,9.505948,18.664452,2.1540246,0.9963611,0.92472667
269,VXduKVnIKVe2d3H6,LLPU,4.195233669363354,3.732574584233262,2.2104658604788625,2.4411049136075027,3.6106288136786775,1.8749257738694045,0.2805165095426584,0.3085610528313192,0.434012498018692,3.043493447456777,1.0621300609867137,6.638323179811569,2.238030156091507,7.981790653701812,2.420051709264585,,0.49577966,0.43772215,0.82603586,1.2141106,2.0621514,5.8534384,0.7490724,3.993575,8.956978,8.783092,4.953656,0.52484393,17.088123,2.672762,14.837222,1.8753297,0.5297177,0.42407677
270,VXduKVnIKVe2d3H6,LLPU,4.843828006060942,3.173638006336316,3.055485765535439,6.106248028372991,3.0299137507263225,1.9026563418996565,0.4304452449616678,0.4708813522303184,0.7788076243556495,3.888668312430149,2.28785638608675,6.473439851926522,1.4169568942649953,10.064821619410926,2.960542080647442,,0.9123972,0.31788293,0.5203875,2.4436164,1.6344283,5.8982353,0.6007783,2.9910471,9.563025,7.388182,4.9354877,0.6899583,14.301562,3.9874663,11.720461,1.7286617,0.73241955,0.56524086
271,9rlXMhASzkwiTtSj,LLPU,5.486759262162943,2.238197495726172,4.329774308747442,5.923293727491383,8.129122102967218,5.44970633968927,1.4467746186952148,1.6657919982293723,17.684044487627308,1.959772518173419,7.663670324240237,4.140131118234277,2.720282492629427,6.977953482516807,4.200124511695907,,2.3652654,1.7314646,2.7087276,8.222253,2.615742,5.471022,11.4308,11.727586,4.8297424,3.9680507,2.755304,4.675658,4.979306,6.746653,4.2338495,5.4334474,1.950021,1.8082895
272,9rlXMhASzkwiTtSj,LLPU,4.927372745554423,1.780124989345449,4.554629685752963,5.491949352158507,7.477639876911184,3.813586604205137,1.5690763061385804,1.199090721771102,16.686351925374375,3.817872974796143,6.342261800048196,4.79159413438327,1.918770892585832,7.176963850589822,4.021264909221721,,2.0895834,1.5315713,2.573035,5.9535484,2.1279917,5.343425,10.344614,9.798534,5.8098717,4.2295756,2.1535628,4.0966234,4.572341,6.4455194,4.86392,4.3248014,2.0637586,1.5775276
273,9rlXMhASzkwiTtSj,LLPU,7.493006948770067,1.577115652235097,2.852038976153089,5.620013691548953,5.941747617968288,2.669057781401624,1.3963863921973267,2.1171802040118863,17.013468467746502,2.1068190204843886,7.384351445679858,5.086833757012125,1.7798089863746305,5.485919148895031,3.7314262586790536,,2.8623123,1.2636068,1.8807945,7.4214783,1.3254626,3.779798,5.4734483,6.4864154,5.5775647,7.9136186,2.3201969,3.5479696,9.634568,7.6201115,8.523779,3.0810444,1.5927527,2.4035878
274,9rlXMhASzkwiTtSj,LLPU,6.022661880857667,2.2174892159363395,4.31403840667338,9.561496441736224,9.713838688531482,2.9620438684911985,1.64531519781938,2.591242289961315,24.164328189102186,2.2606094808271,7.028507554545479,5.389590429709403,2.2837531499428647,4.577025876041435,4.396216254559211,,3.962288,1.3776652,3.1242104,5.5606527,1.6828747,4.088294,8.169547,12.314107,8.1375065,8.64692,3.3734908,5.618227,11.301701,9.766412,12.505484,3.538272,1.7762499,3.128045
275,9rlXMhASzkwiTtSj,LLPU,3.948632250700983,2.114832539928106,4.284132850279302,5.9784116465460935,9.712730490338648,3.718692224745211,1.3771829951807184,2.0152174325346435,16.134085027201944,2.639230131852767,8.385578630828272,4.217445017657413,2.891134552075419,8.153181444318589,4.150592406721797,,2.06892,1.7558064,2.8878567,4.9556837,2.2962046,5.313193,10.282241,12.605069,7.407105,3.934588,2.2171447,3.7898302,5.150713,7.787205,4.661054,3.9299886,1.8600591,2.271424
276,9rlXMhASzkwiTtSj,LLPU,6.368091867941892,1.528292392830788,3.340076056031186,6.904447413555952,6.908081927968046,3.984567156584889,1.521813958403031,1.811649193851114,16.923555857512454,2.068215431625711,6.766244939003092,4.754360638783415,1.9999365918140324,5.653366359039771,3.837717662542792,,3.3073413,1.5346026,2.6276293,6.107051,1.6389757,4.016146,6.7714095,9.926091,6.3607097,7.5073,2.3658545,4.082927,9.43236,6.445919,9.499501,3.9887898,1.7495884,2.261037
277,9rlXMhASzkwiTtSj,LLPU,4.529247849023549,1.646287539280755,3.6794425426797326,5.965333541832812,8.049415502900462,4.291327600796264,1.025433589010351,1.5313757963542258,14.8581971525071,3.5949932300080487,9.310860942595314,4.242714156265521,2.3044998495467786,5.315939646115509,3.810122844522294,,1.7520818,1.0092778,3.6858413,4.7200217,1.8471274,7.625069,8.306672,11.854782,6.8871984,4.697789,1.8635982,2.6830077,5.25903,6.330198,4.551517,4.407637,1.2345891,1.7081476
278,9rlXMhASzkwiTtSj,LLPU,7.057493169835721,1.455627184189786,3.0920202339624256,8.946633421141568,7.835363350727786,4.065732428926267,0.9789878757674412,2.013645208365071,18.48795092274864,2.373130657544124,4.450204631079931,4.9366007580099325,2.5834669733649016,6.360130428690596,3.914675111468618,,2.0715957,1.3360993,2.7069588,6.2242327,1.6145083,3.370145,9.716378,10.051073,4.0128975,8.406697,1.7401739,3.872478,9.732637,7.782735,8.754137,4.5480676,1.3495927,2.2668402
279,9rlXMhASzkwiTtSj,LLPU,6.825349554098974,4.258208013510872,3.618269234038983,4.237459606359666,7.061388512096744,6.13779667214928,2.8684386872371124,2.979786565520776,5.709058013984763,3.3139591201923504,3.497921300863358,5.4079038744215,6.151008819325023,4.706304281556851,4.712619645218174,14.03830909729004,5.1516523,3.9699035,7.4002433,12.732191,5.5763054,6.2287574,8.010356,9.72555,8.696551,8.099596,6.5630546,5.0940557,4.927103,7.9551167,6.875499,10.368793,3.83712,4.531819
280,9rlXMhASzkwiTtSj,LLPU,4.954988481029253,4.191236728038428,3.811243422433,4.848985225771125,6.952638667018624,4.8035187909004655,2.614371444925094,2.84025049653247,5.501386112270525,3.1349573644060644,3.6899542038123823,4.764075302217289,5.3875405191847525,4.888977690908842,4.398709700493089,15.722970008850098,5.172178,3.0344937,5.148055,8.347152,5.3426557,5.471134,8.029437,8.745419,9.530682,5.289696,4.266708,5.04512,6.281061,7.1768937,7.6172624,7.3988523,3.301601,4.2331533
281,hEvFK2-8u2hHa3KS,LLPU,4.051567470361306,1.4032243720518616,2.1455122555759223,7.189848148685405,5.724048571665649,5.506071195154331,0.9366067654109236,1.4924571650200815,6.538726641994913,0.6501930278501938,2.2836244435656923,5.348538858363511,0.7069950154221355,2.804508116605793,2.5414348429862894,,1.3515745,1.2709048,1.8009201,3.2409797,1.4287007,2.2411625,4.9244294,4.655427,3.7221148,6.714282,1.769077,2.694935,12.440505,8.4400425,3.976825,5.319064,1.1084878,1.6905974
282,hEvFK2-8u2hHa3KS,LLPU,4.133474672001276,1.004882830458252,2.658340360820228,4.757345858337533,4.498027054327421,3.804907141317343,1.07263852046819,1.3762644414590577,8.62740233216622,0.7854960871003845,2.5155663552785126,5.281578671948467,1.2148588538003111,3.8853548169090457,2.526774695706504,,1.2579149,1.1061821,2.1712294,4.08976,1.3266332,3.178867,4.9603186,5.3658895,6.6800303,6.556303,1.0505575,2.7115705,5.4212155,5.459808,3.5130837,3.8694894,1.3057891,1.4293088
283,hEvFK2-8u2hHa3KS,LLPU,3.936877922026214,1.9801973451126955,2.421208572555256,5.604728155073287,4.927761212563467,2.362524867866976,0.8726788628222487,2.014657783909525,5.562750239321212,1.2010931411366792,1.5531357118328286,3.68596750777121,0.8091541548380162,3.3850639507731217,2.4305866357290946,,1.5211837,1.5640314,1.6393831,3.17148,2.106349,2.85403,4.7016783,4.6669054,3.4289181,6.2301874,2.0096397,2.7318869,9.188587,6.0243325,2.9490516,3.03263,1.087966,2.2553551
284,hEvFK2-8u2hHa3KS,LLPU,5.4526796064123415,1.2014686948193245,2.226776992547088,4.448881281928241,5.184125959757549,3.0452005678624574,1.1497833727093685,1.6658775890374091,6.821748763745908,1.0174609439799478,3.409409519739398,5.128238790647566,1.1076748295894163,3.9788532764573503,2.693192254833864,,1.2531798,1.574977,1.6769216,4.2343755,1.6827748,2.4088483,5.140478,5.745886,6.247887,7.387379,1.6709409,2.6396558,4.6594124,5.9203424,3.918138,3.4960766,1.5822407,1.9033347
285,hEvFK2-8u2hHa3KS,LLPU,8.238483676862877,1.6960863417976122,1.9204720365759884,4.555781426401756,6.35596145197595,2.219207862286244,2.0608507801531446,1.9033991249718956,9.268518892383112,1.977936765940833,3.016891354743459,6.413278691943404,1.164774357277077,4.816254959268424,3.156693587665984,,1.3940858,2.0327158,2.494763,5.9388213,2.3042524,2.7759886,5.7182693,5.609636,6.4267683,9.766908,2.3697214,2.0816312,4.9429736,7.8114915,3.4431415,3.178868,2.4075072,2.0515814
286,hEvFK2-8u2hHa3KS,LLPU,3.793589517862632,2.336276237443205,2.0038660850209054,6.957272523483654,6.82842185856501,3.5645451004617783,1.4637441169664058,2.05349039754881,3.3106802025039213,1.0539002166453773,2.2684142526143085,4.308765073747306,1.1587398851453707,2.9972048285647777,2.770626963227945,,1.6066066,2.076737,1.3408989,2.832452,2.1673868,2.544445,5.2259445,5.751377,4.750035,6.617407,2.6396482,2.1848342,11.341753,8.9828615,2.63945,3.6152265,1.5623962,2.318399
